APT,DATE,PHASE,N_VALID,"(-INF,-60]","(-60,-55]","(-55,-50]","(-50,-45]","(-45,-40]","(-40,-35]","(-35,-30]","(-30,-25]","(-25,-20]","(-20,-15]","(-15,-10]","(-10,-5]","(-5,0]","(0,5)","[5,10)","[10,15)","[15,20)","[20,25)","[25,30)","[30,35)","[35,40)","[40,45)","[45,50)","[50,55)","[55,60)","[60,INF)",EARLY_M15M05,EARLY_M05M00,LATE_P00P05,LATE_P05P15,WITHIN_M05P05,WITHIN_M15P15
SBCF,2022-04,ARR,3380,2,0,0,0,2,3,18,59,259,562,705,652,426,243,113,101,58,35,32,15,17,7,14,5,5,47,1357,426,243,214,669,2240
SBCF,2022-05,ARR,3722,0,0,1,0,1,2,18,74,254,557,758,688,517,288,153,96,69,48,26,29,19,20,14,5,9,76,1446,517,288,249,805,2500
SBCF,2022-06,ARR,3596,1,0,0,2,0,3,13,86,286,556,764,659,463,262,154,90,66,40,29,24,17,11,12,12,2,44,1423,463,262,244,725,2392
SBCF,2022-07,ARR,4102,0,0,0,0,2,8,23,95,252,510,846,799,512,344,212,140,98,60,42,31,22,16,11,13,7,59,1645,512,344,352,856,2853
SBCF,2022-08,ARR,3896,0,0,0,1,0,5,27,69,217,533,781,685,501,306,253,141,94,59,53,37,23,23,18,7,4,59,1466,501,306,394,807,2667
SBCF,2022-09,ARR,3813,0,0,0,1,1,2,13,63,241,561,746,680,486,283,192,147,91,66,37,41,25,14,17,9,13,84,1426,486,283,339,769,2534
SBCF,2022-10,ARR,4010,0,0,1,1,2,5,15,82,231,540,762,736,482,315,235,143,104,74,55,39,25,29,27,9,10,88,1498,482,315,378,797,2673
SBCF,2022-11,ARR,3741,0,0,0,1,3,7,15,43,166,383,566,644,538,358,247,155,125,90,65,61,46,41,30,22,19,116,1210,538,358,402,896,2508
SBCF,2022-12,ARR,3997,0,0,0,0,0,4,7,47,131,384,610,666,539,364,288,205,144,106,84,72,58,47,31,25,24,161,1276,539,364,493,903,2672
SBCF,2023-01,ARR,3985,1,0,0,0,0,2,6,44,151,347,561,679,594,440,301,203,150,98,79,54,53,34,29,23,19,117,1240,594,440,504,1034,2778
SBCF,2023-02,ARR,3581,0,0,0,0,1,1,10,47,146,354,599,626,476,337,227,173,129,88,81,52,37,36,24,13,21,103,1225,476,337,400,813,2438
SBCF,2019-01,DEP,4184,5,1,0,0,0,0,0,0,1,8,91,651,1178,803,422,256,191,117,90,67,49,40,32,37,22,123,742,1178,803,678,1981,3401
SBCF,2019-02,DEP,3798,4,0,0,0,0,0,2,1,1,7,83,560,965,666,424,241,196,140,94,71,58,50,32,27,31,145,643,965,666,665,1631,2939
SBCF,2019-03,DEP,3998,0,0,0,0,0,0,0,1,0,13,140,831,1140,713,348,200,144,77,65,47,37,35,24,26,13,144,971,1140,713,548,1853,3372
SBCF,2019-04,DEP,3860,0,0,1,0,0,0,0,0,2,5,77,643,1100,726,397,255,169,111,80,45,36,37,32,12,8,124,720,1100,726,652,1826,3198
SBCF,2019-05,DEP,4020,1,0,0,0,0,0,0,0,1,7,115,847,1181,728,370,191,124,83,62,36,42,32,34,24,13,129,962,1181,728,561,1909,3432
SBCF,2019-06,DEP,3975,0,1,0,0,0,0,0,0,0,3,76,801,1174,822,404,204,132,79,48,51,22,25,24,19,14,76,877,1174,822,608,1996,3481
SBCF,2019-07,DEP,4508,2,0,0,0,0,0,1,0,0,6,58,686,1278,1004,515,318,180,114,72,59,45,34,28,15,14,79,744,1278,1004,833,2282,3859
SBCF,2019-08,DEP,4283,0,0,0,0,0,0,0,0,1,3,109,889,1327,761,452,210,139,103,64,40,31,22,19,20,10,83,998,1327,761,662,2088,3748
SBCF,2019-09,DEP,4125,0,0,0,0,0,0,0,1,3,5,107,835,1249,611,361,263,161,121,91,49,46,32,27,26,16,121,942,1249,611,624,1860,3426
SBCF,2019-10,DEP,4269,0,0,0,1,0,0,0,0,0,3,85,768,1228,709,428,267,208,111,85,67,53,40,30,30,15,141,853,1228,709,695,1937,3485
SBCF,2019-11,DEP,3988,0,1,0,0,0,1,0,0,1,1,115,773,1099,628,371,234,168,121,100,65,47,44,29,20,17,153,888,1099,628,605,1727,3220
SBCF,2019-12,DEP,4260,0,0,0,0,0,0,0,0,0,8,89,663,1043,714,488,336,217,156,112,66,57,60,38,25,29,159,752,1043,714,824,1757,3333
SBCF,2020-01,DEP,4468,8,3,1,0,1,0,0,0,0,9,118,750,1149,731,453,305,226,152,113,80,65,36,45,33,27,163,868,1149,731,758,1880,3506
SBCF,2020-02,DEP,3828,1,0,0,0,0,0,0,0,2,23,245,887,1050,515,323,194,124,86,55,45,36,39,21,18,25,139,1132,1050,515,517,1565,3214
SBCF,2020-03,DEP,2838,0,0,0,0,0,0,0,0,2,20,223,846,860,346,167,103,74,33,36,28,17,6,7,9,9,52,1069,860,346,270,1206,2545
SBCF,2020-04,DEP,299,0,0,0,0,0,0,1,0,0,11,63,96,70,25,8,9,1,6,1,1,0,3,0,0,1,3,159,70,25,17,95,271
SBCF,2020-05,DEP,360,0,0,0,0,0,0,0,1,1,19,70,91,83,33,20,10,10,5,4,2,2,1,1,1,0,6,161,83,33,30,116,307
SBCF,2020-06,DEP,449,0,0,0,0,0,0,0,1,1,7,77,134,110,40,20,14,9,7,5,2,2,0,0,0,1,19,211,110,40,34,150,395
SBCF,2020-07,DEP,714,0,0,0,0,0,0,0,0,0,12,110,247,169,74,40,11,11,5,5,6,4,1,4,0,0,15,357,169,74,51,243,651
SBCF,2020-08,DEP,1045,0,0,0,0,0,0,0,0,0,10,203,423,245,73,40,11,11,4,0,3,1,1,1,2,1,16,626,245,73,51,318,995
SBCF,2020-09,DEP,1358,1,0,0,0,0,0,0,0,6,16,214,487,357,125,69,28,15,9,6,6,4,0,1,2,1,11,701,357,125,97,482,1280
SBCF,2020-10,DEP,1845,0,0,0,0,0,0,2,1,1,11,205,576,571,208,102,44,36,24,14,11,4,3,5,5,1,21,781,571,208,146,779,1706
SBCF,2020-11,DEP,2244,0,0,0,0,0,1,1,0,2,6,135,528,652,331,196,117,56,48,27,19,11,14,11,9,8,72,663,652,331,313,983,1959
SBCF,2020-12,DEP,2750,0,0,0,0,1,0,4,5,3,14,172,739,826,391,188,116,66,46,34,31,19,13,10,5,12,55,911,826,391,304,1217,2432
SBCF,2021-01,DEP,3051,1,0,0,0,0,1,1,4,3,23,293,865,875,380,195,128,58,45,29,33,18,16,10,10,4,59,1158,875,380,323,1255,2736
SBCF,2021-02,DEP,2147,0,0,1,1,0,1,0,2,0,22,230,732,664,230,95,53,35,18,12,15,3,6,4,5,5,13,962,664,230,148,894,2004
SBCF,2021-03,DEP,2167,1,0,0,0,0,0,0,0,3,22,274,793,625,209,94,52,29,14,9,5,7,8,0,2,2,18,1067,625,209,146,834,2047
SBCF,2021-04,DEP,1690,0,0,0,0,0,1,2,0,2,15,246,648,479,140,64,30,15,7,9,3,1,2,3,1,2,20,894,479,140,94,619,1607
SBCF,2021-05,DEP,1950,0,0,0,0,0,1,0,3,2,17,256,739,582,203,67,25,20,7,6,2,6,3,1,1,1,8,995,582,203,92,785,1872
SBCF,2021-06,DEP,2162,0,0,0,0,0,0,0,0,5,22,229,750,668,231,102,55,28,22,6,3,3,4,6,4,2,22,979,668,231,157,899,2035
SBCF,2021-07,DEP,2792,0,0,0,0,0,0,0,0,0,14,228,822,934,347,176,96,45,29,24,11,6,9,9,4,5,33,1050,934,347,272,1281,2603
SBCF,2021-08,DEP,2820,1,1,0,1,1,2,0,0,1,20,381,1042,791,270,109,52,35,26,18,9,11,6,4,6,3,30,1423,791,270,161,1061,2645
SBCF,2021-09,DEP,3036,0,0,0,0,0,0,0,0,3,33,327,1052,946,297,139,63,48,29,13,13,10,11,5,7,3,37,1379,946,297,202,1243,2824
SBCF,2021-10,DEP,3155,2,0,0,0,0,1,1,2,1,13,185,861,983,443,217,107,66,55,37,38,18,20,9,9,16,71,1046,983,443,324,1426,2796
SBCF,2021-11,DEP,2982,1,0,0,1,0,1,0,0,1,4,150,592,800,435,276,150,139,65,60,49,29,25,24,18,12,150,742,800,435,426,1235,2403
SBCF,2021-12,DEP,3690,0,0,0,0,0,0,1,0,0,7,93,607,939,613,381,255,175,122,93,78,60,48,25,29,24,140,700,939,613,636,1552,2888
SBCF,2022-01,DEP,3457,0,0,0,0,0,0,0,2,1,5,77,610,991,645,334,201,135,104,88,53,29,23,24,14,21,100,687,991,645,535,1636,2858
SBCF,2022-02,DEP,2779,0,1,0,0,0,0,0,1,2,7,166,926,956,300,131,65,53,46,30,12,11,10,10,5,10,37,1092,956,300,196,1256,2544
SBCF,2022-03,DEP,3246,0,1,0,0,0,0,1,0,1,11,223,1161,1045,349,141,85,53,47,27,11,13,9,11,5,7,45,1384,1045,349,226,1394,3004
SBCF,2022-04,DEP,3389,1,0,0,1,0,0,0,0,0,12,197,1139,1097,393,184,89,57,45,36,21,19,16,7,12,9,54,1336,1097,393,273,1490,3099
SBCF,2022-05,DEP,3729,1,0,0,0,0,1,0,0,0,24,258,1272,1138,395,179,106,78,51,31,33,21,16,9,11,9,96,1530,1138,395,285,1533,3348
SBCF,2022-06,DEP,3612,0,0,0,0,1,0,0,0,0,24,243,1224,1137,404,187,101,65,54,29,18,17,12,13,8,9,66,1467,1137,404,288,1541,3296
SBCF,2022-07,DEP,4120,0,0,0,0,0,0,0,1,1,14,204,1234,1355,543,249,140,91,68,37,36,35,21,14,9,7,61,1438,1355,543,389,1898,3725
SBCF,2022-08,DEP,3896,0,0,0,0,0,0,0,0,1,13,192,1112,1254,513,248,160,103,78,49,34,24,24,10,19,12,50,1304,1254,513,408,1767,3479
SBCF,2022-09,DEP,3848,1,0,0,0,0,0,0,2,0,14,202,1102,1258,466,231,155,88,66,41,35,27,29,21,8,13,89,1304,1258,466,386,1724,3414
SBCF,2022-10,DEP,4031,0,0,0,0,0,0,0,0,2,21,206,1132,1226,529,283,174,110,65,50,39,40,28,14,10,12,90,1338,1226,529,457,1755,3550
SBCF,2022-11,DEP,3788,0,0,0,0,0,0,1,0,2,11,134,758,1150,550,315,221,133,102,78,60,37,41,29,27,16,123,892,1150,550,536,1700,3128
SBCF,2022-12,DEP,4029,0,0,0,0,0,0,1,3,4,5,113,672,1120,683,368,243,165,126,96,61,56,40,40,35,30,168,785,1120,683,611,1803,3199
SBCF,2023-01,DEP,4036,0,0,0,0,0,0,0,1,2,11,126,732,1174,648,379,231,184,98,88,60,50,42,35,24,14,137,858,1174,648,610,1822,3290
SBCF,2023-02,DEP,3612,0,0,0,0,0,0,0,1,0,19,152,772,1101,531,280,183,127,84,69,60,43,30,26,18,10,106,924,1101,531,463,1632,3019
SBGR,2019-01,ARR,12490,34,24,30,27,49,100,271,468,846,1167,1377,1367,1265,993,823,655,556,419,354,257,181,155,159,129,101,683,2744,1265,993,1478,2258,6480
SBGR,2019-02,ARR,10880,32,12,17,40,72,146,254,542,834,1218,1328,1233,1123,887,678,520,364,298,212,182,149,98,89,72,52,428,2561,1123,887,1198,2010,5769
SBGR,2019-03,ARR,11460,26,13,25,37,74,151,318,613,1025,1385,1534,1365,1069,864,598,494,351,263,184,157,126,92,88,69,49,490,2899,1069,864,1092,1933,5924
SBGR,2019-04,ARR,10667,12,4,15,21,45,105,266,523,890,1308,1475,1339,1114,798,634,461,358,248,164,158,102,102,63,56,46,360,2814,1114,798,1095,1912,5821
SBGR,2019-05,ARR,9922,12,8,15,40,85,192,431,746,1186,1542,1415,1199,876,571,374,308,170,147,108,84,77,39,33,32,21,211,2614,876,571,682,1447,4743
SBGR,2019-06,ARR,9918,6,4,20,35,57,156,296,654,1191,1545,1519,1277,922,614,421,273,176,143,89,70,56,44,42,32,29,247,2796,922,614,694,1536,5026
SBGR,2019-07,ARR,11678,8,9,16,36,67,149,289,633,1071,1559,1785,1549,1223,793,598,467,298,223,169,114,94,59,58,45,38,328,3334,1223,793,1065,2016,6415
SBGR,2019-08,ARR,11598,14,6,15,55,94,186,345,615,1099,1605,1752,1636,1248,868,579,373,270,186,121,92,72,56,46,34,22,209,3388,1248,868,952,2116,6456
SBGR,2019-09,ARR,11352,10,10,23,40,88,166,320,510,911,1458,1606,1564,1282,911,648,446,312,227,151,104,98,54,57,56,45,255,3170,1282,911,1094,2193,6457
SBGR,2019-10,ARR,11581,7,7,17,36,65,132,258,549,1019,1509,1720,1544,1281,896,646,470,321,224,159,138,83,77,43,41,30,309,3264,1281,896,1116,2177,6557
SBGR,2019-11,ARR,11207,9,12,27,34,92,160,336,652,1028,1443,1510,1327,1106,828,545,444,316,249,181,157,124,74,65,67,44,377,2837,1106,828,989,1934,5760
SBGR,2019-12,ARR,12638,8,7,17,32,64,120,307,543,921,1394,1570,1493,1262,974,791,643,423,355,296,250,170,146,115,103,66,568,3063,1262,974,1434,2236,6733
SBGR,2020-01,ARR,12881,3,4,15,26,66,140,328,632,1070,1456,1646,1602,1263,1062,763,600,422,341,246,195,167,122,103,67,62,480,3248,1263,1062,1363,2325,6936
SBGR,2020-02,ARR,11311,13,13,18,37,78,172,363,606,1102,1349,1502,1366,1155,830,618,439,349,237,171,155,76,102,76,60,46,378,2868,1155,830,1057,1985,5910
SBGR,2020-03,ARR,8916,8,11,17,40,84,169,379,688,1152,1359,1337,1073,764,524,395,235,147,102,72,62,44,22,21,17,13,181,2410,764,524,630,1288,4328
SBGR,2020-04,ARR,1389,11,4,3,6,21,51,127,171,215,203,142,104,81,36,32,32,20,15,11,10,10,7,5,7,4,61,246,81,36,64,117,427
SBGR,2020-05,ARR,1710,7,1,5,6,21,33,63,137,208,230,236,193,142,106,60,56,21,26,19,12,11,12,7,9,2,87,429,142,106,116,248,793
SBGR,2020-06,ARR,2124,11,3,12,13,18,41,58,171,290,302,316,276,168,109,98,55,45,22,17,17,8,6,5,8,4,51,592,168,109,153,277,1022
SBGR,2020-07,ARR,3335,23,11,13,33,46,104,245,343,479,561,458,368,226,125,70,40,33,21,16,9,16,7,7,4,3,74,826,226,125,110,351,1287
SBGR,2020-08,ARR,4397,14,5,15,30,37,74,170,347,537,754,737,594,370,230,136,82,55,31,22,9,15,10,8,10,9,96,1331,370,230,218,600,2149
SBGR,2020-09,ARR,5278,12,7,13,17,45,104,200,401,726,926,919,666,444,240,160,115,70,32,26,21,12,11,11,6,8,86,1585,444,240,275,684,2544
SBGR,2020-10,ARR,6452,24,10,5,16,33,83,168,383,718,1100,1133,861,632,400,248,151,115,61,39,40,28,18,15,23,21,127,1994,632,400,399,1032,3425
SBGR,2020-11,ARR,6894,19,6,12,19,46,95,173,417,675,988,1127,953,652,472,329,221,161,117,71,58,54,31,23,10,20,145,2080,652,472,550,1124,3754
SBGR,2020-12,ARR,8158,21,5,3,16,46,118,249,541,908,1216,1107,905,690,513,366,272,217,163,152,108,87,70,56,51,33,245,2012,690,513,638,1203,3853
SBGR,2021-01,ARR,8270,29,9,9,13,38,98,326,664,1138,1392,1224,904,696,459,331,205,143,116,81,62,47,37,35,22,22,170,2128,696,459,536,1155,3819
SBGR,2021-02,ARR,6338,17,10,9,14,29,111,251,550,931,1097,1002,740,472,264,220,147,99,67,54,45,13,24,18,20,14,120,1742,472,264,367,736,2845
SBGR,2021-03,ARR,5541,39,8,17,30,55,141,326,597,861,1031,845,529,331,212,129,91,65,39,26,27,19,10,13,5,10,85,1374,331,212,220,543,2137
SBGR,2021-04,ARR,4481,26,10,9,24,40,75,183,357,648,844,752,491,313,169,114,81,75,43,35,29,19,15,19,10,10,90,1243,313,169,195,482,1920
SBGR,2021-05,ARR,5591,22,6,14,28,51,106,211,420,679,950,929,688,455,272,202,128,84,71,48,32,23,21,13,19,5,114,1617,455,272,330,727,2674
SBGR,2021-06,ARR,6287,11,2,11,30,59,102,219,422,684,987,1033,855,603,356,266,179,89,78,55,27,27,21,11,12,11,137,1888,603,356,445,959,3292
SBGR,2021-07,ARR,8037,14,3,15,23,28,62,183,448,883,1320,1341,1195,780,484,331,197,137,102,66,53,44,35,27,30,15,221,2536,780,484,528,1264,4328
SBGR,2021-08,ARR,7799,12,13,20,21,38,81,181,473,1017,1323,1378,1039,679,427,279,184,120,96,68,48,40,32,27,23,13,167,2417,679,427,463,1106,3986
SBGR,2021-09,ARR,7021,9,3,10,7,17,47,107,319,733,1297,1364,1047,685,420,263,151,139,86,47,44,36,27,18,14,12,119,2411,685,420,414,1105,3930
SBGR,2021-10,ARR,7160,1,0,3,12,24,39,102,295,654,1119,1254,1112,758,518,334,229,147,109,86,49,42,28,28,27,15,175,2366,758,518,563,1276,4205
SBGR,2021-11,ARR,9027,4,5,15,11,33,74,136,295,595,854,1135,1214,1047,829,619,457,353,287,226,154,115,82,58,51,38,340,2349,1047,829,1076,1876,5301
SBGR,2021-12,ARR,9806,4,1,8,17,34,64,179,319,598,938,1089,1164,1029,868,646,495,417,322,271,212,165,126,105,96,69,570,2253,1029,868,1141,1897,5291
SBGR,2022-01,ARR,9595,15,12,16,37,50,119,247,517,814,1130,1283,1260,974,726,517,353,306,232,189,133,100,83,64,52,38,328,2543,974,726,870,1700,5113
SBGR,2022-02,ARR,8034,18,8,13,21,62,116,251,550,963,1235,1284,1060,761,482,313,201,164,86,90,72,40,27,17,25,13,162,2344,761,482,514,1243,4101
SBGR,2022-03,ARR,8898,16,10,13,27,64,126,306,597,1055,1307,1354,1144,823,545,364,260,183,136,86,84,56,52,28,27,24,211,2498,823,545,624,1368,4490
SBGR,2022-04,ARR,8156,12,11,11,21,54,123,316,632,979,1273,1235,1018,698,463,301,231,183,104,95,61,47,26,35,27,27,173,2253,698,463,532,1161,3946
SBGR,2022-05,ARR,8806,10,12,14,36,58,118,248,550,977,1267,1414,1188,840,556,384,268,165,140,109,72,58,37,31,20,25,209,2602,840,556,652,1396,4650
SBGR,2022-06,ARR,8584,5,3,9,25,40,82,192,443,844,1219,1468,1238,890,537,364,253,174,125,110,71,59,43,40,42,33,275,2706,890,537,617,1427,4750
SBGR,2022-07,ARR,10355,19,4,6,21,37,81,183,371,821,1417,1669,1570,1156,825,521,374,237,181,139,109,83,76,64,40,26,325,3239,1156,825,895,1981,6115
SBGR,2022-08,ARR,10210,30,11,17,34,64,96,188,434,836,1279,1647,1446,1108,804,557,406,262,186,143,129,81,52,59,32,39,270,3093,1108,804,963,1912,5968
SBGR,2022-09,ARR,9736,12,3,11,27,32,87,159,420,820,1340,1601,1504,1044,739,462,362,225,185,133,92,81,63,30,34,28,242,3105,1044,739,824,1783,5712
SBGR,2022-10,ARR,10035,15,4,23,35,49,102,174,373,790,1237,1566,1451,1129,749,571,363,276,201,170,147,97,74,46,45,39,309,3017,1129,749,934,1878,5829
SBGR,2022-11,ARR,9746,15,6,21,46,73,135,255,451,795,1156,1343,1260,1023,727,556,382,276,235,172,128,119,78,66,51,44,333,2603,1023,727,938,1750,5291
SBGR,2022-12,ARR,10739,9,2,12,14,43,92,197,436,817,1328,1490,1402,1110,838,647,471,351,259,230,152,136,102,70,63,59,409,2892,1110,838,1118,1948,5958
SBGR,2023-01,ARR,11006,10,6,11,30,70,100,205,443,863,1343,1555,1520,1241,904,638,449,367,231,197,163,112,100,75,49,24,300,3075,1241,904,1087,2145,6307
SBGR,2023-02,ARR,9178,14,7,11,18,39,71,167,349,680,1124,1327,1238,1044,734,513,410,293,220,164,128,101,79,56,54,31,306,2565,1044,734,923,1778,5266
SBGR,2019-01,DEP,12718,5,5,4,1,2,1,3,3,12,73,390,1726,2856,2084,1355,853,654,503,356,299,207,182,140,147,98,759,2116,2856,2084,2208,4940,9264
SBGR,2019-02,DEP,11026,9,2,2,0,0,1,4,4,11,78,454,1622,2841,1872,1129,759,478,359,245,197,137,110,100,72,70,470,2076,2841,1872,1888,4713,8677
SBGR,2019-03,DEP,11527,1,0,0,0,2,1,2,7,15,82,529,1962,3021,1820,1071,678,493,337,224,177,145,105,104,81,87,583,2491,3021,1820,1749,4841,9081
SBGR,2019-04,DEP,10664,0,0,0,0,0,0,0,2,3,86,472,1836,2876,1831,1053,674,464,258,194,184,130,90,71,46,57,337,2308,2876,1831,1727,4707,8742
SBGR,2019-05,DEP,9966,1,0,0,1,1,1,0,2,12,106,678,2532,3105,1431,706,387,242,153,99,79,59,46,43,29,28,225,3210,3105,1431,1093,4536,8839
SBGR,2019-06,DEP,9977,0,0,0,0,0,0,0,1,17,105,659,2334,3050,1496,782,468,284,148,107,78,41,52,50,32,24,249,2993,3050,1496,1250,4546,8789
SBGR,2019-07,DEP,11718,3,0,1,0,1,0,1,3,26,108,616,2357,3446,1899,971,604,415,265,199,142,101,74,54,50,39,343,2973,3446,1899,1575,5345,9893
SBGR,2019-08,DEP,11632,4,0,0,0,0,0,2,9,21,117,769,2535,3475,1842,942,591,381,239,142,106,74,60,41,36,39,207,3304,3475,1842,1533,5317,10154
SBGR,2019-09,DEP,11375,0,0,0,0,1,1,3,9,27,110,583,2277,3358,1802,994,604,426,261,188,135,92,80,53,47,43,281,2860,3358,1802,1598,5160,9618
SBGR,2019-10,DEP,11614,4,0,0,3,1,3,9,15,25,129,701,2283,3351,1765,1003,650,451,272,198,162,104,77,63,45,37,263,2984,3351,1765,1653,5116,9753
SBGR,2019-11,DEP,11328,1,0,0,1,1,1,4,10,31,105,598,2054,3018,1765,1028,677,447,311,239,185,146,85,70,82,48,421,2652,3018,1765,1705,4783,9140
SBGR,2019-12,DEP,12687,2,1,0,1,0,1,4,5,25,86,498,1745,2927,1995,1302,930,669,497,372,304,220,156,127,133,87,600,2243,2927,1995,2232,4922,9397
SBGR,2020-01,DEP,13002,11,8,1,1,3,2,0,4,16,116,719,2359,3285,1884,1191,774,565,381,319,212,186,132,112,102,71,548,3078,3285,1884,1965,5169,10212
SBGR,2020-02,DEP,11372,2,0,1,1,1,3,0,3,10,124,855,2373,2800,1555,932,607,460,332,231,156,144,128,88,71,58,437,3228,2800,1555,1539,4355,9122
SBGR,2020-03,DEP,8878,6,1,1,0,3,3,2,5,13,123,951,2486,2503,1108,559,334,195,122,89,62,50,33,29,24,17,159,3437,2503,1108,893,3611,7941
SBGR,2020-04,DEP,1423,4,0,2,1,1,2,3,3,6,53,250,417,282,148,62,26,27,21,7,17,7,8,7,3,3,63,667,282,148,88,430,1185
SBGR,2020-05,DEP,1693,3,0,1,1,2,2,1,3,6,21,225,420,424,154,118,69,41,39,30,22,11,13,3,7,4,73,645,424,154,187,578,1410
SBGR,2020-06,DEP,2115,2,0,1,2,2,2,2,8,14,56,279,576,467,229,160,89,54,38,26,10,20,11,6,5,5,51,855,467,229,249,696,1800
SBGR,2020-07,DEP,3349,7,0,0,0,0,0,4,11,19,89,532,1052,812,351,156,74,57,26,18,24,14,10,3,5,2,83,1584,812,351,230,1163,2977
SBGR,2020-08,DEP,4452,3,0,2,2,1,1,6,5,17,82,521,1278,1240,512,275,151,93,56,39,33,17,12,5,5,6,90,1799,1240,512,426,1752,3977
SBGR,2020-09,DEP,5275,1,0,0,2,0,2,2,2,12,80,518,1458,1570,670,333,210,113,68,45,25,20,10,12,11,11,100,1976,1570,670,543,2240,4759
SBGR,2020-10,DEP,6456,2,2,1,0,0,0,2,5,14,87,526,1563,2051,885,471,255,146,96,68,42,40,24,16,10,14,136,2089,2051,885,726,2936,5751
SBGR,2020-11,DEP,6919,1,0,1,0,0,0,2,1,2,21,138,883,2535,1260,504,384,339,211,152,113,85,47,27,27,17,169,1021,2535,1260,888,3795,5704
