AIRPORT,PHASE,DATE,FLTS,SUM_TXXT,SUM_REF,AVG_ADD_TIME
EGLL,DEP,2022-06,17451,356429,273891.82500000054,4.729653028479713
EGLL,DEP,2022-07,17130,342112,270817.67500000016,4.1619570928196055
EGLL,DEP,2022-08,16996,337345,267822.8750000009,4.090499235114093
EGLL,DEP,2022-09,16656,353735,265283.20000000054,5.310506724303522
EGLL,DEP,2022-10,17339,347319,276738.22499999986,4.070637003287395
EGLL,DEP,2022-11,17255,350397,274310.6000000006,4.409527673138185
EGLL,DEP,2022-12,17182,364225,272274.7250000009,5.35154667675469
EHAM,DEP,2019-01,19266,274048.05,186377.37125,4.550538708086784
EHAM,DEP,2019-02,18293,216658.91666666663,152593.51416666666,3.502181298857486
EHAM,DEP,2019-03,20635,247897.65,176763.27625,3.4472679307002663
EHAM,DEP,2019-04,21776,298709.7,229441.96083333337,3.1809211593803575
EHAM,DEP,2019-05,23256,333825.8333333333,245084.7825,3.8158346591560592
EHAM,DEP,2019-06,22612,295643.5,216274.04291666663,3.510059131582051
EHAM,DEP,2019-07,23218,292783.23333333334,224019.07208333333,2.9616746166767167
EHAM,DEP,2019-08,23342,254884.11666666667,193402.46125,2.633949765087254
EHAM,DEP,2019-09,22866,302723.8,216476.21666666667,3.771870171142015
EHAM,DEP,2019-10,23070,279513.76666666666,203310.22625,3.303144361363964
EHAM,DEP,2019-11,19660,240069.56666666668,175944.93291666667,3.2616802517802648
EHAM,DEP,2019-12,19888,231122.41666666663,166525.24375,3.2480477130262804
EHAM,DEP,2020-01,19441,210302.96666666667,156629.6675,2.7608301613428665
EHAM,DEP,2020-02,18214,197187.88333333333,144219.3125,2.908124016324439
EHAM,DEP,2020-03,13157,145348.58333333334,115315.87333333334,2.2826411796002133
EHAM,DEP,2020-04,2478,30568.15,27932.318333333333,1.0636931665321503
EHAM,DEP,2020-05,3381,42216.333333333336,37291.581666666665,1.456596174701766
EHAM,DEP,2020-06,4610,53308.38333333333,46198.88166666667,1.5421912509038316
EHAM,DEP,2020-07,8630,89004.36666666667,75277.84875,1.590558275395905
EHAM,DEP,2020-08,12311,130587.98333333334,110060.96541666667,1.667372099477432
EHAM,DEP,2020-09,11739,129053.31666666668,105893.73916666668,1.97287481897947
EHAM,DEP,2020-10,10347,107247.21666666666,86077.99041666667,2.045928892432588
EHAM,DEP,2020-11,7882,78873.93333333333,64150.51708333333,1.8679797323014464
EHAM,DEP,2020-12,8485,90770.25,70320.40208333333,2.410117609506973
EHAM,DEP,2021-01,7473,99331.1000000003,73209.26750000067,3.4954947812123143
EHAM,DEP,2021-02,5686,73481.21666666676,47172.774583333456,4.626880422675573
EHAM,DEP,2021-03,6641,71748.9666666668,53068.065000000075,2.812965165888681
EHAM,DEP,2021-04,7419,90454.7000000002,62655.82041666704,3.7469847126746383
EHAM,DEP,2021-05,8501,86583.91666666647,70333.63958333447,1.9115724130492877
EHAM,DEP,2021-06,10449,132940.06666666712,108031.75833333458,2.3837982901074297
EHAM,DEP,2021-07,15372,179505.45000000022,146469.55791666862,2.149095243516237
EHAM,DEP,2021-08,16708,192478.8333333337,154532.68375000102,2.271136556340237
EHAM,DEP,2021-09,16148,188476.7999999996,150053.73541666722,2.379431792378771
EHAM,DEP,2021-10,16668,193054.38333333295,146655.52000000104,2.783709103271653
EHAM,DEP,2021-11,15007,177961.04999999958,137420.0279166685,2.7014741176338424
EHAM,DEP,2021-12,15843,189706.40000000037,137897.7066666683,3.2701314986638943
EHAM,DEP,2022-01,13820,158954.8833333323,119244.3087500016,2.873413500964596
EHAM,DEP,2022-02,12714,142371.73333333412,104325.042083334,2.9925036377222054
EHAM,DEP,2022-03,16138,206092.51666666535,161143.87458333487,2.785267200602955
EHAM,DEP,2022-04,17782,229476.08333333273,178312.6504166664,2.8772597523712924
EHAM,DEP,2022-05,20344,243141.7000000001,187251.4758333332,2.7472583644645554
EHAM,DEP,2022-06,19792,234279.9999999996,184942.43291666717,2.4928035106776707
EHAM,DEP,2022-07,19278,229613.3166666672,177434.55208333372,2.706648230279774
EHAM,DEP,2022-08,19908,257731.50000000055,202205.74958333344,2.7891174611546687
EHAM,DEP,2022-09,19791,244019.66666666765,183359.4966666685,3.0650381486533846
EHAM,DEP,2022-10,19321,199873.96666666685,147302.7908333332,2.72093451857221
EHAM,DEP,2022-11,16067,178759.50000000023,129452.4608333349,3.0688391838342772
EHAM,DEP,2022-12,16171,218055.8999999994,141025.3262500005,4.763500943046126
LEMD,DEP,2019-01,16396,270554.7,207794.8775,3.827752043181264
LEMD,DEP,2019-02,15035,246064.83333333337,192729.94083333333,3.5473822746923855
LEMD,DEP,2019-03,17075,286599.81666666665,208049.99916666668,4.60028213762811
LEMD,DEP,2019-04,17352,288568.63333333336,222044.12208333332,3.8338238387505785
LEMD,DEP,2019-05,18551,306347.4,238350.19208333333,3.665420080678491
LEMD,DEP,2019-06,18896,317582.1333333333,240265.95208333337,4.091669202476713
LEMD,DEP,2019-07,19390,324277.81666666665,245117.33666666667,4.082541516245486
LEMD,DEP,2019-08,18472,307233.86666666664,233638.93541666667,3.984134433196187
LEMD,DEP,2019-09,18516,310117.31666666665,236104.59625,3.997230525851515
LEMD,DEP,2019-10,18526,302935.98333333334,236094.00833333333,3.608009014358199
LEMD,DEP,2019-11,16080,267133.3333333333,203403.37541666668,3.963305840588722
LEMD,DEP,2019-12,17041,285030.76666666666,216158.73666666663,4.041548618038847
LEMD,DEP,2020-01,16574,271734.7,210371.36166666663,3.702385563734364
LEMD,DEP,2020-02,15556,249680.05,198214.05791666667,3.3084335358275485
LEMD,DEP,2020-03,9843,158733.46666666667,121803.50791666668,3.751900716245048
LEMD,DEP,2020-04,1240,16117.266666666666,13587.074583333331,2.0404774865591397
LEMD,DEP,2020-05,1479,19686.083333333332,15748.105833333331,2.662594658553076
LEMD,DEP,2020-06,1852,24623.266666666663,19687.340416666662,2.6651869600431968
LEMD,DEP,2020-07,5327,81529.45,64407.87333333333,3.2141123834553533
LEMD,DEP,2020-08,7556,113337.46666666666,92901.90291666667,2.704547875860242
LEMD,DEP,2020-09,6190,89214.98333333334,76507.49916666666,2.052905358104471
LEMD,DEP,2020-10,5649,80633.65,68850.75083333334,2.0858380539328474
LEMD,DEP,2020-11,4958,71075.7,59941.43208333333,2.2457176112679837
LEMD,DEP,2020-12,6031,86879.3,71929.44375,2.4788353921406063
LEMD,DEP,2021-01,4934,85681.35000000156,55914.765833333426,6.03295179705475
LEMD,DEP,2021-02,4773,67920.93333333297,57196.08791666678,2.246982069278481
LEMD,DEP,2021-03,5548,82624.43333333266,66722.90708333363,2.8661727198988887
LEMD,DEP,2021-04,6010,87208.53333333392,72470.35625000001,2.452275721020617
LEMD,DEP,2021-05,6946,102392.5166666682,84035.45333333322,2.642825127171749
LEMD,DEP,2021-06,8679,135901.79999999906,108600.11416666716,3.145717920651217
LEMD,DEP,2021-07,11123,177305.31666666266,142490.48500000068,3.1299857652307814
LEMD,DEP,2021-08,11571,180498.183333329,148131.74250000087,2.7972034252292928
LEMD,DEP,2021-09,11374,181885.21666665905,146638.46500000084,3.098887960845629
LEMD,DEP,2021-10,11659,188266.1000000075,150631.74249999947,3.227923278154903
LEMD,DEP,2021-11,11836,191879.66666666375,153326.96125000017,3.257241079474787
LEMD,DEP,2021-12,12330,199671.76666666183,158526.47541666683,3.337006589618413
LEMD,DEP,2022-01,11354,184232.55000000005,144943.83083333372,3.460341656391257
LEMD,DEP,2022-02,11034,174963.08333333244,141440.87250000017,3.038083272913927
LEMD,DEP,2022-03,13254,214913.38333333653,168678.73541666605,3.4883543018462713
LEMD,DEP,2022-04,14226,226798.0499999924,180837.5354166662,3.230740516190509
LEMD,DEP,2022-05,15199,243211.96666666423,193457.5620833323,3.273531454920187
LEMD,DEP,2022-06,15207,249976.03333333205,192755.7829166668,3.762757310229845
LEMD,DEP,2022-07,15987,260758.26666668785,200902.31791666595,3.744038828424463
LEMD,DEP,2022-08,15633,250875.9000000186,195669.00666666593,3.5314330795978166
LEMD,DEP,2022-09,14426,230756.3500000071,181670.38833333275,3.4026037478631883
LEMD,DEP,2022-10,15803,255082.13333334285,199497.27874999828,3.5173609177589427
LEMD,DEP,2022-11,15064,247325.88333334788,189796.61666666617,3.818990086742017
LEMD,DEP,2022-12,15459,252358.333333326,194579.6929166664,3.737540618193906
LFPG,DEP,2019-01,19005,329699.61666666664,218717.7,5.839616767517318
LFPG,DEP,2019-02,17581,271655.4666666667,203266.2,3.8899531691409286
LFPG,DEP,2019-03,20038,306964.4666666667,231380.475,3.772032721163124
LFPG,DEP,2019-04,21333,336650.31666666665,252099.95,3.963360365005702
LFPG,DEP,2019-05,21948,343701.76666666666,254285.325,4.074013197861611
LFPG,DEP,2019-06,22114,354789.6,261160.7,4.233919688884868
LFPG,DEP,2019-07,23490,379099.9166666667,280061.575,4.2161916418334044
LFPG,DEP,2019-08,23607,370987.9,275665.825,4.037873300292286
LFPG,DEP,2019-09,22518,350942.01666666666,260962.075,3.995911789087248
LFPG,DEP,2019-10,22196,345958.95,256052.85,4.050554153901604
LFPG,DEP,2019-11,19215,308184.2833333333,229261.825,4.10733584872929
LFPG,DEP,2019-12,19401,313330.65,227878.725,4.404511365393537
LFPG,DEP,2020-01,18902,308151.23333333334,220122.95,4.65708831516947
LFPG,DEP,2020-02,17887,269149.25,204658.525,3.6054522837815175
LFPG,DEP,2020-03,11799,172457.78333333333,140145.325,2.7385760092663203
LFPG,DEP,2020-04,2116,33947.73333333333,31628.475,1.096057813484561
LFPG,DEP,2020-05,2928,49019.48333333333,44585.5,1.5143385701275034
LFPG,DEP,2020-06,4909,73596.78333333334,64739.1,1.8043763156107848
LFPG,DEP,2020-07,9560,139628.78333333333,118011.6,2.261211645746163
LFPG,DEP,2020-08,11460,153883.35,127796.65,2.276326352530542
LFPG,DEP,2020-09,9406,124815.51666666666,105491.725,2.054411191438088
LFPG,DEP,2020-10,8452,118445.4,97742.375,2.4494823710364404
LFPG,DEP,2020-11,5925,91109.93333333332,74814.925,2.7502123769338955
LFPG,DEP,2020-12,6947,110489,89365.7,3.0406362458615233
LFPG,DEP,2021-01,6972,112848.6,83063.65000000001,4.272081181870338
LFPG,DEP,2021-02,5985,91960.78333333333,71778.425,3.3721567808409896
LFPG,DEP,2021-03,6935,98869,83982.9000000001,2.1465176640230577
LFPG,DEP,2021-04,7000,102618,86608.45000000019,2.2870785714285446
LFPG,DEP,2021-05,7412,113904,93311.8000000002,2.77822450080947
LFPG,DEP,2021-06,8429,130305,109701.17500000034,2.444397318780361
LFPG,DEP,2021-07,12025,174739,138609.5250000009,3.004530145530071
LFPG,DEP,2021-08,13168,189430,151626.24999999997,2.870880164034024
LFPG,DEP,2021-09,11521,167402,134972.6000000003,2.814807742383448
LFPG,DEP,2021-10,12103,174810,141445.3250000002,2.7567276708254
LFPG,DEP,2021-11,12622,191010,147742.4000000003,3.4279511963238543
LFPG,DEP,2021-12,13402,201543.66666666663,157207.74999999968,3.3081567427747336
LFPG,DEP,2022-01,12638,195264,135091.12500000064,4.761265627472651
LFPG,DEP,2022-02,11940,173002,124977.92500000034,4.022116834170826
LFPG,DEP,2022-03,14936,214715,158810.37499999942,3.7429448982324978
LFPG,DEP,2022-04,16829,261849,176492.89999999953,5.071965060312584
LFPG,DEP,2022-05,18543,277509,196802.9499999997,4.352372863075032
LFPG,DEP,2022-06,18683,287019,197658.3499999998,4.782992560081368
LFPG,DEP,2022-07,19637,314051,199771.10000000225,5.819621123389407
LFPG,DEP,2022-08,19946,325261,198966.85000000213,6.331803369096454
LFPG,DEP,2022-09,18450,303674,181167.7500000015,6.639905149051408
LFPG,DEP,2022-10,18438,292469,182444.12500000207,5.967289022670459
LFPG,DEP,2022-11,16889,263533,176739.30000000077,5.139066848244374
LFPG,DEP,2022-12,17538,293460,176618.72500000006,6.662177842399358
LIRF,DEP,2019-01,11500,189956,130621.92500000012,5.159484782608684
LIRF,DEP,2019-02,10737,180268,123136.9500000004,5.3209509173884335
LIRF,DEP,2019-03,11950,202737,135872.79999999964,5.595330543933085
LIRF,DEP,2019-04,13136,235699,149812.47500000015,6.538255557247248
LIRF,DEP,2019-05,13606,253624,154189.09999999971,7.308165515213897
LIRF,DEP,2019-06,14200,274784,160889.62499999988,8.020730633802826
LIRF,DEP,2019-07,14921,300142,169331.2999999998,8.766885597480075
LIRF,DEP,2019-08,14948,298858,169206.00000000003,8.673534921059671
LIRF,DEP,2019-09,13995,276685,158781.72500000012,8.424671311182557
LIRF,DEP,2019-10,13159,260666,150262.0999999998,8.389991640702195
LIRF,DEP,2019-11,11168,205522,126162.4000000004,7.10598137535813
LIRF,DEP,2019-12,11232,201331,128260.00000000038,6.505608974358941
LIRF,DEP,2020-01,10607,172625,116093,5.329687941925144
LIRF,DEP,2020-02,9685,158741,107174.525,5.324364997418689
LIRF,DEP,2020-03,4292,74705,48164.425,6.183731360671016
LIRF,DEP,2020-04,1184,25059,12885.925,10.281313344594594
LIRF,DEP,2020-05,1371,30724,15766.225,10.910120350109407
LIRF,DEP,2020-06,1779,29749,19588.075,5.711593591905564
LIRF,DEP,2020-07,3898,57551,45974.3,2.9699076449461272
LIRF,DEP,2020-08,5055,69846,58508.075,2.2429129574678544
LIRF,DEP,2020-09,4333,63011,49722.45,3.0668243711054703
LIRF,DEP,2020-10,4114,59115,47763.95,2.7591273699562477
LIRF,DEP,2020-11,2641,38868,28837.825,3.797870124952669
LIRF,DEP,2020-12,2709,40848,28149.55,4.687504614248801
LIRF,DEP,2021-01,2105,29754,24630.075000000008,2.434168646080756
LIRF,DEP,2021-02,1852,27139,21757.925,2.905548056155508
LIRF,DEP,2021-03,2166,31822,25305.85,3.008379501385042
LIRF,DEP,2021-04,2786,37022,31808.72500000001,1.871240129217514
LIRF,DEP,2021-05,3006,42546,38025.15000000008,1.503942115768436
LIRF,DEP,2021-06,4119,60847,50814.52500000014,2.4356579266811993
LIRF,DEP,2021-07,5786,90866,71419.0250000001,3.3610395782924134
LIRF,DEP,2021-08,6855,105929,83427.07499999984,3.282556528081716
LIRF,DEP,2021-09,6051,93599,74260.0500000001,3.1959923979507345
LIRF,DEP,2021-10,5697,90939,71623.77500000005,3.390420396700008
LIRF,DEP,2021-11,5884,94775,74776.47499999985,3.398797586675757
LIRF,DEP,2021-12,6189,96436,76099.77499999985,3.2858660526741237
LIRF,DEP,2022-01,5673,84382,64095.82500000001,3.5759166225982706
LIRF,DEP,2022-02,5149,80714,58767.950000000135,4.262196543018035
LIRF,DEP,2022-03,6666,101328,76490.84999999979,3.7259450945094823
LIRF,DEP,2022-04,8877,152819,102688.74999999946,5.647206263377328
LIRF,DEP,2022-05,9445,168919,107869.67500000006,6.463665960825828
LIRF,DEP,2022-06,10051,188907,114646.77499999994,7.388341956024283
LIRF,DEP,2022-07,10583,199145,120488.55000000005,7.432339601247279
LIRF,DEP,2022-08,10961,200910,123438.77500000004,7.067897545844354
LIRF,DEP,2022-09,10756,201352,122084.45000000027,7.3696123094086765
LIRF,DEP,2022-10,10247,176770,119556.35000000033,5.583453693763998
LIRF,DEP,2022-11,8374,163045,124402.4000000024,4.614592787198186
LSZH,DEP,2019-01,10836,161111.33333333334,91404.7175,6.432873369632092
LSZH,DEP,2019-02,9856,131724.83333333334,83801.44291666667,4.862356982210499
LSZH,DEP,2019-03,11035,137886.66666666666,95201.81125,3.8681337033680703
LSZH,DEP,2019-04,11631,144252.63333333333,99793.35458333332,3.822481192502794
LSZH,DEP,2019-05,12226,151800.9,105676.59083333334,3.772641024592398
LSZH,DEP,2019-06,12350,149486.2,104500.49583333332,3.6425671390013505
LSZH,DEP,2019-07,12886,160274.85,109634.68583333334,3.929859084794868
LSZH,DEP,2019-08,12622,157502.36666666667,108232.62291666666,3.9034815203612743
LSZH,DEP,2019-09,12180,152157.95,104374.43208333332,3.923113129447182
LSZH,DEP,2019-10,12025,145108.95,102855.92666666668,3.5137649341649353
LSZH,DEP,2019-11,9914,119414.6,85136.30166666667,3.4575648913993686
LSZH,DEP,2019-12,10100,127448.4,87661.45875,3.939301113861385
LSZH,DEP,2020-01,10295,134821.33333333334,88061.42,4.542002266472399
LSZH,DEP,2020-02,9328,119725.45,79927.3975,4.266515062178387
LSZH,DEP,2020-03,5572,61597.05,47280.45583333333,2.5693815805216564
LSZH,DEP,2020-04,958,8083.283333333334,6868.690833333333,1.267841858037579
LSZH,DEP,2020-05,1533,12911.183333333332,10236.03875,1.7450388671450312
LSZH,DEP,2020-06,2502,20728.85,16355.075416666668,1.7481113442579264
LSZH,DEP,2020-07,4957,45572.96666666667,36001.515,1.9308960392710648
LSZH,DEP,2020-08,5419,49860.066666666666,40132.42958333333,1.7950981884726582
LSZH,DEP,2020-09,4810,43194.96666666667,35262.37541666667,1.6491873700623696
LSZH,DEP,2020-10,4220,39166.416666666664,31900.4975,1.7217817930489725
LSZH,DEP,2020-11,2830,25468.716666666667,19347.31,2.1630412249705535
LSZH,DEP,2020-12,3239,32696.45,22571.027083333334,3.126095374086652
LSZH,DEP,2021-01,2476,31683.616666666647,20140.254166666706,4.662101171243919
LSZH,DEP,2021-02,2115,21004.933333333334,16466.27500000002,2.1459377462568865
LSZH,DEP,2021-03,2579,23971.500000000015,19389.0304166667,1.7768396988496755
LSZH,DEP,2021-04,3096,29757.91666666668,25379.082500000044,1.414352121016356
LSZH,DEP,2021-05,3644,33076.01666666669,28712.93375000009,1.1973334019392428
LSZH,DEP,2021-06,4715,43349.15,36166.11249999997,1.5234437963944931
LSZH,DEP,2021-07,7189,76461.98333333342,60184.794999999336,2.264179765382402
LSZH,DEP,2021-08,7622,78357.73333333358,62950.86791666592,2.0213678059128397
LSZH,DEP,2021-09,7547,78789.58333333381,61415.829999999296,2.302074113334373
LSZH,DEP,2021-10,7806,85744.44999999992,65061.41791666594,2.6496326009907745
LSZH,DEP,2021-11,6152,68995.6333333333,51095.74958333275,2.9096039905722617
LSZH,DEP,2021-12,6493,77049.1166666669,55171.7274999996,3.3693807433647467
LSZH,DEP,2022-01,6372,72720.8166666666,49802.75541666597,3.596682556497273
LSZH,DEP,2022-02,5774,63413.13333333341,46127.4508333331,2.9937101662626096
LSZH,DEP,2022-03,7322,78702.91666666664,58786.439583332765,2.7200870094692537
LSZH,DEP,2022-04,8932,102083.3999999998,73057.19875000017,3.249686660322395
LSZH,DEP,2022-05,10106,119535.60000000018,79741.93750000015,3.9376273995646183
LSZH,DEP,2022-06,10049,112048.48333333332,79701.11458333372,3.218963951636939
LSZH,DEP,2022-07,10833,121686.08333333326,88008.038750001,3.108838233484008
LSZH,DEP,2022-08,10692,124017.83333333304,88656.94041666787,3.3072290419626977
LSZH,DEP,2022-09,10364,116776.7000000001,84192.08791666725,3.144018919657743
LSZH,DEP,2022-10,10492,120352.66666666674,85708.68833333418,3.301942273478132
LSZH,DEP,2022-11,8554,92964.70000000008,69068.49749999975,2.793570551788676
LSZH,DEP,2022-12,8800,114743.9166666668,71676.60958333309,4.894012168560647
