AIRPORT,DATE,FLTS,TOT_A100,TOT_REF,TOT_ADD,AVG_ADD
SBGR,2021-03,4043,99379.33333333333,88870.11,10509.223333333328,2.5993626844752233
SBGR,2021-04,4037,99136.71666666666,88740.14,10396.57666666666,2.5753224341507703
SBGR,2021-05,5944,149603.75,130932.02875,18671.721250000002,3.1412720810901753
SBGR,2021-06,6191,160728.1,136255.97541666668,24472.124583333323,3.9528548834329387
SBGR,2021-07,8008,210145.25,176012.38291666668,34132.867083333316,4.262346039377287
SBGR,2021-08,7849,204870.88333333333,172802.11875000002,32068.764583333308,4.085713413598332
SBGR,2021-09,8327,216866.8,183137.85291666668,33728.9470833333,4.050552069572872
SBGR,2021-10,8234,215427.3,181082.8566666667,34344.4433333333,4.171052141526998
SBGR,2021-11,9741,263960.51666666666,214251.36000000002,49709.15666666665,5.103085583273447
SBGR,2021-12,9847,265007.43333333335,216366.56791666668,48640.86541666667,4.939663391557496
SBGR,2022-01,6800,177268.93333333332,149280.20333333334,27988.72999999998,4.11598970588235
SBGR,2022-02,1917,49183.61666666667,42108.925833333335,7074.690833333334,3.690501217179621
SBGR,2022-04,3395,84402.68333333333,74412.42041666668,9990.26291666666,2.942640034364259
SBGR,2022-05,9031,230158.18333333332,198186.03125,31972.15208333332,3.5402670892850536
SBGR,2022-06,8016,208162.16666666666,175549.86791666667,32612.298749999987,4.068400542664669
SBGR,2022-07,10733,282235.68333333335,234755.67458333334,47480.00875000001,4.423740682940465
SBGR,2022-08,10503,279714.75,229884.57833333334,49830.17166666666,4.744375099178012
SBGR,2022-09,10081,270691.9666666667,220793.83041666666,49898.13625000001,4.94972088582482
SBGR,2022-10,10899,290440.26666666666,238870.24083333334,51570.02583333332,4.731629124996176
SBGR,2022-11,9000,240427.36666666667,197039.52583333335,43387.84083333332,4.820871203703702
SBGR,2022-12,10979,292241.65,240255.57708333334,51986.072916666686,4.735046262561863
SBSP,2021-03,2155,54954.71666666667,49731.98125,5222.73541666667,2.4235431167826773
SBSP,2021-04,2155,54690.71666666667,49245.799166666664,5444.917500000003,2.526643851508122
SBSP,2021-05,3290,87240.15,76941.12333333334,10299.026666666658,3.13040324214792
SBSP,2021-06,3499,93958.01666666666,80756.45916666667,13201.557499999995,3.7729515575878807
SBSP,2021-07,4616,126761.35,107158.70708333333,19602.64291666668,4.246673075534376
SBSP,2021-08,4760,129540.56666666667,109914.64291666666,19625.92375,4.123093224789916
SBSP,2021-09,5375,145776.05,123085.21958333334,22690.83041666665,4.221549844961237
SBSP,2021-10,5275,146641.91666666666,120205.52416666667,26436.392499999987,5.01163838862559
SBSP,2021-11,6172,170078.13333333333,141002.775,29075.358333333337,4.710848725426659
SBSP,2021-12,6568,182922.36666666667,150268.05166666667,32654.315000000002,4.9717288367844095
SBSP,2022-01,4563,125439.85,104858.4575,20581.3925,4.510495836072759
SBSP,2022-02,1305,35510.71666666667,30345.54375,5165.172916666666,3.957986909323116
SBSP,2022-04,2935,82178.15,67061.11416666667,15117.035833333328,5.150608461101645
SBSP,2022-05,8011,234129.41666666666,185448.80875,48680.60791666666,6.076720498897349
SBSP,2022-06,6432,180889.65,147700.41708333333,33189.23291666666,5.1600175554519065
SBSP,2022-07,7958,225749.16666666666,183959.08458333334,41790.08208333331,5.251329741559854
SBSP,2022-08,8040,242628.15,183884.835,58743.315,7.306382462686567
SBSP,2022-09,7667,230868.2,174930.65541666668,55937.544583333336,7.29588425503239
SBSP,2022-10,8354,246916.15,190738.965,56177.185,6.72458522863299
SBSP,2022-11,7401,228229.36666666667,166914.86166666666,61314.505000000005,8.284624375084448
SBSP,2022-12,8414,255758.03333333333,192122.44708333333,63635.58624999999,7.563059929878773
SBKP,2021-03,1927,47647.416666666664,42270.71875,5376.697916666664,2.790190927175228
SBKP,2021-04,1892,45447.51666666667,41806.511666666665,3641.0050000000047,1.9244212473572964
SBKP,2021-05,2556,62789.11666666667,56100.0675,6689.049166666671,2.6169988914971327
SBKP,2021-06,2517,64636.85,55433.12583333333,9203.724166666667,3.656624619255728
SBKP,2021-07,2741,71891.88333333333,60254.31833333333,11637.565000000002,4.24573695731485
SBKP,2021-08,3202,84648.85,70609.70666666667,14039.14333333334,4.384491984176559
SBKP,2021-09,3212,83496.78333333334,70617.48666666666,12879.296666666676,4.0097436695724396
SBKP,2021-10,3003,79597.38333333333,66107.64791666667,13489.735416666663,4.492086385836385
SBKP,2021-11,3370,90788.68333333333,74043.86875,16744.81458333334,4.968787710187935
SBKP,2021-12,3096,82702.85,68018.84083333334,14684.00916666667,4.742897017657193
SBKP,2022-01,1924,52295.433333333334,42126.36208333333,10169.07125,5.285380067567568
SBKP,2022-02,601,15959.833333333334,13084.438333333334,2875.3950000000004,4.784351081530783
SBKP,2022-04,1390,37352.9,30622.505833333333,6730.394166666669,4.842010191846525
SBKP,2022-05,3775,103763.38333333333,82575.97125,21187.41208333333,5.612559492273729
SBKP,2022-06,2887,76572.95,63550.292499999996,13022.657500000001,4.510792344994805
SBKP,2022-07,3579,95268.95,78567.34916666667,16701.60083333333,4.666555136444071
SBKP,2022-08,3686,99959.83333333333,81166.52833333334,18793.304999999993,5.098563483450893
SBKP,2022-09,3729,100150.71666666666,82682.66958333334,17468.047083333324,4.684378407973538
SBKP,2022-10,4104,112291.75,90507.17749999999,21784.57250000001,5.30813170077973
SBKP,2022-11,3234,87729.58333333333,71548.27208333333,16181.311249999999,5.003497603586889
SBKP,2022-12,3702,103273.65,81639.56833333333,21634.081666666665,5.843890239510174
SBBR,2021-03,2184,54725.03333333333,46566.60125,8158.432083333333,3.7355458257020757
SBBR,2021-04,2170,55498.333333333336,46349.68916666666,9148.644166666672,4.215965053763443
SBBR,2021-05,3231,80959.38333333333,69103.50749999999,11855.875833333339,3.6694137521923054
SBBR,2021-06,3349,84158,71531.83666666667,12626.16333333333,3.7701293918582652
SBBR,2021-07,4075,102676.36666666667,87032.60833333334,15643.758333333331,3.8389591002044985
SBBR,2021-08,4390,111051.25,93392.34833333333,17658.901666666672,4.022528853454823
SBBR,2021-09,4717,119552.25,100501.39666666667,19050.853333333333,4.03876475160766
SBBR,2021-10,4573,116496.06666666667,96943.93916666666,19552.127500000002,4.27555816750492
SBBR,2021-11,5159,131571.2,109155.22125,22415.97875000001,4.345023987206825
SBBR,2021-12,5210,133615.4,110210.14666666667,23405.253333333327,4.492371081253998
SBBR,2022-01,3423,84278.1,72208.63833333334,12069.46166666667,3.5259893855292637
SBBR,2022-02,951,23354.7,20016.854583333334,3337.845416666667,3.5098269365580093
SBBR,2022-04,1775,44109.73333333333,37794.83666666667,6314.89666666666,3.5576882629107947
SBBR,2022-05,4859,120987.23333333334,103438.20458333334,17549.028749999998,3.6116544041983945
SBBR,2022-06,4012,98834.08333333333,85774.30583333333,13059.777499999997,3.2551788384845457
SBBR,2022-07,5313,131426.31666666668,113194.83416666667,18231.482500000013,3.431485507246379
SBBR,2022-08,5301,131190.45,112632.45291666666,18557.99708333335,3.500848346223986
SBBR,2022-09,5123,127704.56666666667,108749.34875,18955.21791666666,3.700023017112368
SBBR,2022-10,5424,133366.6,114655.05625,18711.54375000001,3.449768390486728
SBBR,2022-11,4720,119168.11666666667,100047.89166666666,19120.225000000006,4.050895127118645
SBBR,2022-12,5442,136118.13333333333,114916.70625,21201.42708333333,3.895888842949895
SBRJ,2021-03,1408,33578.933333333334,29593.66458333333,3985.268750000003,2.8304465553977294
SBRJ,2021-04,1440,35223.55,30201.805,5021.745000000003,3.4873229166666686
SBRJ,2021-05,2224,54982.833333333336,46564.809166666666,8418.02416666667,3.785082808752999
SBRJ,2021-06,2350,57715.45,49400.28208333333,8315.167916666665,3.5383693262411344
SBRJ,2021-07,2830,70696.7,59277.73166666667,11418.96833333333,4.034971142520612
SBRJ,2021-08,3010,75664.83333333333,62948.35875,12716.474583333329,4.224742386489478
SBRJ,2021-09,3254,80508.16666666667,67895.20208333334,12612.964583333334,3.876141543741037
SBRJ,2021-10,3132,78493.86666666667,65233.05875,13260.807916666672,4.233974430608772
SBRJ,2021-11,3701,92234.1,77284.32916666666,14949.770833333343,4.03938687742052
SBRJ,2021-12,3729,93767.66666666667,77789.56458333333,15978.102083333346,4.284822226691699
SBRJ,2022-01,2412,60251.63333333333,50408.652083333334,9842.981249999997,4.080837997512437
SBRJ,2022-02,720,17799.3,15054.675,2744.625,3.8119791666666667
SBRJ,2022-04,1826,48406.166666666664,37985.340416666666,10420.826249999998,5.706914704271631
SBRJ,2022-05,4655,116173.31666666667,97458.22166666666,18715.095,4.020428571428572
SBRJ,2022-06,3826,96015.76666666666,79874.7525,16141.01416666666,4.218770038334203
SBRJ,2022-07,4735,122395.35,98914.54958333334,23480.800416666665,4.958986360436466
SBRJ,2022-08,4788,122844.66666666667,100007.525,22837.141666666677,4.769662002227794
SBRJ,2022-09,4741,126206.78333333334,98588.52958333334,27618.253750000003,5.825406823454968
SBRJ,2022-10,4996,129923.58333333333,104219.90583333334,25703.67749999999,5.144851381104882
SBRJ,2022-11,4376,115398.71666666666,91116.70875,24282.007916666655,5.548904916971356
SBRJ,2022-12,5003,133080.35,103972.88791666667,29107.462083333332,5.818001615697248
SBPA,2021-03,1,26.2,21.92125,4.278749999999999,4.278749999999999
SBPA,2021-04,3,106.11666666666666,72.42,33.69666666666666,11.23222222222222
SBPA,2021-05,25,672.3666666666667,566.9441666666667,105.42250000000001,4.216900000000001
SBPA,2021-06,88,2182.233333333333,1966.3841666666667,215.8491666666664,2.4528314393939366
SBPA,2021-07,120,2931.6666666666665,2649.4900000000002,282.1766666666663,2.351472222222219
SBPA,2021-08,127,3229.5833333333335,2840.9279166666665,388.65541666666695,3.0602788713910782
SBPA,2021-09,119,3018.6,2631.2370833333334,387.3629166666665,3.255150560224088
SBPA,2021-10,125,3089.0833333333335,2781.2675,307.81583333333356,2.4625266666666685
SBPA,2021-11,189,4849.733333333334,4143.555833333334,706.1774999999998,3.7363888888888876
SBPA,2021-12,202,5027.7,4458.637916666667,569.0620833333332,2.8171390264026397
SBPA,2022-01,132,3335.8166666666666,2900.74375,435.0729166666665,3.2960069444444433
SBPA,2022-02,26,624.15,564.5316666666666,59.61833333333334,2.293012820512821
SBPA,2022-04,43,1117.5833333333333,940.0204166666667,177.56291666666652,4.129370155038757
SBPA,2022-05,136,3441.2166666666667,3007.4620833333333,433.75458333333336,3.18937193627451
SBPA,2022-06,108,2703.65,2394.11,309.53999999999996,2.8661111111111106
SBPA,2022-07,145,3552.0333333333333,3211.8016666666667,340.23166666666657,2.3464252873563214
SBPA,2022-08,136,3430.383333333333,3041.9187500000003,388.46458333333294,2.856357230392154
SBPA,2022-09,131,3193.6,2881.530416666667,312.06958333333296,2.3822105597964347
SBPA,2022-10,130,3282.35,2871.817916666667,410.53208333333305,3.1579391025641
SBPA,2022-11,139,3370.7166666666667,3059.7391666666667,310.97749999999996,2.237248201438849
SBPA,2022-12,135,3300.4,2991.23875,309.1612500000001,2.2900833333333344
SBCF,2021-03,1574,37210.3,32089.939583333333,5120.36041666667,3.253087939432446
SBCF,2021-04,1503,34898.86666666667,30554.139166666668,4344.727500000001,2.890703592814372
SBCF,2021-05,1977,46136.183333333334,40298.05375,5838.129583333335,2.9530245742707817
SBCF,2021-06,2028,47274.96666666667,41025.66166666667,6249.305,3.0815113412228796
SBCF,2021-07,2657,61633,54091.26291666667,7541.737083333333,2.838440753983189
SBCF,2021-08,2754,64840.61666666667,55819.62875,9020.987916666665,3.2755947409828123
SBCF,2021-09,3057,72750.15,62182.3025,10567.847499999996,3.456934085704938
SBCF,2021-10,3016,73059.15,61400.5925,11658.557499999995,3.86556946286472
SBCF,2021-11,3379,84412.65,69146.1125,15266.537499999991,4.518063776265165
SBCF,2021-12,3412,81829.31666666667,69678.75875000001,12150.557916666658,3.5611248290347763
SBCF,2022-01,2486,64150.25,50978.958333333336,13171.291666666664,5.298186511128988
SBCF,2022-02,624,14928.766666666666,12716.120833333334,2212.645833333332,3.5459067841880323
SBCF,2022-04,1348,32397.3,27414.011666666665,4983.288333333334,3.6968014342235413
SBCF,2022-05,3573,86777.46666666666,72955.10708333334,13822.359583333324,3.868558517585593
SBCF,2022-06,3079,73577.48333333334,62716.00083333333,10861.482500000006,3.527600682039625
SBCF,2022-07,3959,96166.53333333334,80759.1075,15407.425833333342,3.891746863686118
SBCF,2022-08,3705,89001.66666666667,75485.53791666667,13516.128750000003,3.648077935222673
SBCF,2022-09,3735,90177.05,76246.70666666667,13930.343333333338,3.7296769299419914
SBCF,2022-10,4099,98894.28333333334,83806.35583333333,15087.927500000005,3.6808800927055394
SBCF,2022-11,3276,82005.25,67021.26291666667,14983.987083333326,4.573866631054129
SBCF,2022-12,3907,98919.18333333333,80325.34375,18593.839583333334,4.759109184369935
SBSV,2021-03,1239,31109.433333333334,26162.170416666668,4947.262916666667,3.992948278181329
SBSV,2021-04,1137,28754.216666666667,24289.084583333333,4465.132083333334,3.9271170477865733
SBSV,2021-05,1554,38172.1,33312.31166666667,4859.78833333333,3.127276919776918
SBSV,2021-06,1828,45070.9,39014.9225,6055.977500000001,3.3128979759299786
SBSV,2021-07,2233,54170.65,47029.1975,7141.452499999999,3.19814263322884
SBSV,2021-08,2081,51042.88333333333,43843.24958333333,7199.633750000001,3.459699062950505
SBSV,2021-09,2404,59061.23333333333,50364.875,8696.35833333333,3.6174535496394884
SBSV,2021-10,2384,57768.86666666667,50078.24875,7690.61791666667,3.225930334172261
SBSV,2021-11,2657,66179.01666666666,55899.36375,10279.652916666666,3.8688945866265207
SBSV,2021-12,2851,70278.83333333333,59549.06916666667,10729.76416666666,3.763509002689113
SBSV,2022-01,2137,52763.46666666667,44632.65458333333,8130.812083333338,3.8047787006707243
SBSV,2022-02,563,14059.9,11824.524166666666,2235.3758333333335,3.970472172883363
SBSV,2022-04,1045,26596.716666666667,22319.392083333332,4277.324583333335,4.093133572567784
SBSV,2022-05,2526,62195.3,53840.99,8354.310000000005,3.307327790973874
SBSV,2022-06,2331,58169.066666666666,50003.10166666667,8165.9649999999965,3.503202488202487
SBSV,2022-07,2735,68343.86666666667,57564.941249999996,10778.925416666672,3.9411061852528966
SBSV,2022-08,2530,63290.066666666666,53649.27875,9640.787916666668,3.810588109354414
SBSV,2022-09,2411,59746.85,51045.71708333333,8701.13291666667,3.6089311143370675
SBSV,2022-10,2545,62863.48333333333,53759.40875,9104.074583333328,3.577239521938439
SBSV,2022-11,2121,52404.05,44852.642916666664,7551.407083333339,3.560305084079839
SBSV,2022-12,2813,67655.7,58912.393749999996,8743.306250000001,3.1081785460362608
SBGL,2021-03,620,15220.033333333333,14197.384583333333,1022.6487500000003,1.649433467741936
SBGL,2021-04,624,15484.966666666667,14135.03625,1349.930416666668,2.163350026709404
SBGL,2021-05,993,24320.616666666665,22292.689166666667,2027.927499999998,2.042223061430008
SBGL,2021-06,962,23394.333333333332,21563.763333333332,1830.5699999999997,1.9028794178794175
SBGL,2021-07,1498,37426.46666666667,33596.066666666666,3830.4000000000015,2.5570093457943934
SBGL,2021-08,1628,40821.63333333333,36422.239583333336,4399.393749999996,2.7023303132678107
SBGL,2021-09,1881,46291.78333333333,41939.690833333334,4352.092499999999,2.3137121212121206
SBGL,2021-10,1863,46416.833333333336,41754.47583333333,4662.3575000000055,2.502607353730545
SBGL,2021-11,2156,54387.01666666667,48188.94416666667,6198.072500000002,2.8748017161410027
SBGL,2021-12,2259,56947.75,50877.72,6070.029999999999,2.6870429393536956
SBGL,2022-01,1658,40626,37238.39333333333,3387.6066666666666,2.04318858061922
SBGL,2022-02,443,10996.45,9993.258749999999,1003.1912500000017,2.264540067720094
SBGL,2022-04,632,15616.15,14188.765,1427.3850000000002,2.2585205696202535
SBGL,2022-05,1608,39149.11666666667,37218.50666666667,1930.6100000000006,1.2006281094527367
SBGL,2022-06,1431,35249.21666666667,32135.17125,3114.0454166666677,2.176132366643374
SBGL,2022-07,1820,45064.933333333334,41236.22791666666,3828.705416666671,2.1036842948717975
SBGL,2022-08,1758,43985.566666666666,40143.88,3841.6866666666683,2.1852597648843393
SBGL,2022-09,1908,47630.816666666666,42790.02291666667,4840.793749999997,2.5371036425576503
SBGL,2022-10,1994,49435.26666666667,45010.43791666667,4424.828750000001,2.219071589769308
SBGL,2022-11,1651,41970.25,37271.229999999996,4699.020000000004,2.8461659600242304
SBGL,2022-12,2182,55301.76666666667,49147.831666666665,6153.935000000005,2.8203185151237418
SBCT,2021-03,588,13655.283333333333,12200.280416666666,1455.0029166666664,2.4744947562358273
SBCT,2021-04,612,14269.133333333333,12625.407916666667,1643.7254166666662,2.6858258442265788
SBCT,2021-05,978,24387.9,20229.638750000002,4158.26125,4.251800869120654
SBCT,2021-06,1113,28702.933333333334,23097.279166666667,5605.654166666667,5.036526654687033
SBCT,2021-07,1317,34037.63333333333,27289.061250000002,6748.572083333329,5.124200518855982
SBCT,2021-08,1554,41006.15,31908.823333333334,9097.326666666668,5.854135564135565
SBCT,2021-09,1792,45964.7,36923.26583333333,9041.434166666666,5.045443173363095
SBCT,2021-10,1700,43447,34948.9775,8498.0225,4.998836764705882
SBCT,2021-11,2017,50967.4,41575.60291666667,9391.797083333331,4.6563198231697225
SBCT,2021-12,1963,49245.566666666666,40417.72791666667,8827.838749999995,4.49711602139582
SBCT,2022-01,1236,29763.116666666665,25523.201666666668,4239.914999999997,3.4303519417475705
SBCT,2022-02,330,8523.033333333333,6838.0008333333335,1685.0324999999993,5.106159090909089
SBCT,2022-04,880,23050.766666666666,18230.844166666666,4819.922500000001,5.47718465909091
SBCT,2022-05,2486,64723.96666666667,51548.74291666667,13175.223749999997,5.299768201930812
SBCT,2022-06,1985,50974.03333333333,41210.16541666667,9763.867916666662,4.918825146935347
SBCT,2022-07,2443,63570.183333333334,50759.51458333334,12810.668749999997,5.243826749897665
SBCT,2022-08,2469,63715.98333333333,51089.65875,12626.324583333328,5.113942723099768
SBCT,2022-09,2359,60851.78333333333,48757.192500000005,12094.590833333328,5.126999081531721
SBCT,2022-10,2566,65114.13333333333,53177.050416666665,11937.082916666666,4.6520198428163155
SBCT,2022-11,2144,54400.066666666666,44195.235,10204.831666666665,4.75971626243781
SBCT,2022-12,2324,58296.11666666667,48006.442083333335,10289.674583333333,4.4275708189902465
